"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_001MA","B25070_001EA","B25070_002E","B25070_002M","B25070_002MA","B25070_002EA","B25070_003E","B25070_003EA","B25070_003M","B25070_003MA","B25070_004E","B25070_004M","B25070_004MA","B25070_004EA","B25070_005E","B25070_005EA","B25070_005M","B25070_005MA","B25070_006E","B25070_006M","B25070_006MA","B25070_006EA","B25070_007E","B25070_007M","B25070_007MA","B25070_007EA","B25070_008E","B25070_008M","B25070_008MA","B25070_008EA","B25070_009E","B25070_009EA","B25070_009M","B25070_009MA","B25070_010E","B25070_010M","B25070_010MA","B25070_010EA","B25070_011E","B25070_011M","B25070_011MA","B25070_011EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than 10.0 percent","Margin of Error!!Total!!Less than 10.0 percent","Annotation of Margin of Error!!Total!!Less than 10.0 percent","Annotation of Estimate!!Total!!Less than 10.0 percent","Estimate!!Total!!10.0 to 14.9 percent","Annotation of Estimate!!Total!!10.0 to 14.9 percent","Margin of Error!!Total!!10.0 to 14.9 percent","Annotation of Margin of Error!!Total!!10.0 to 14.9 percent","Estimate!!Total!!15.0 to 19.9 percent","Margin of Error!!Total!!15.0 to 19.9 percent","Annotation of Margin of Error!!Total!!15.0 to 19.9 percent","Annotation of Estimate!!Total!!15.0 to 19.9 percent","Estimate!!Total!!20.0 to 24.9 percent","Annotation of Estimate!!Total!!20.0 to 24.9 percent","Margin of Error!!Total!!20.0 to 24.9 percent","Annotation of Margin of Error!!Total!!20.0 to 24.9 percent","Estimate!!Total!!25.0 to 29.9 percent","Margin of Error!!Total!!25.0 to 29.9 percent","Annotation of Margin of Error!!Total!!25.0 to 29.9 percent","Annotation of Estimate!!Total!!25.0 to 29.9 percent","Estimate!!Total!!30.0 to 34.9 percent","Margin of Error!!Total!!30.0 to 34.9 percent","Annotation of Margin of Error!!Total!!30.0 to 34.9 percent","Annotation of Estimate!!Total!!30.0 to 34.9 percent","Estimate!!Total!!35.0 to 39.9 percent","Margin of Error!!Total!!35.0 to 39.9 percent","Annotation of Margin of Error!!Total!!35.0 to 39.9 percent","Annotation of Estimate!!Total!!35.0 to 39.9 percent","Estimate!!Total!!40.0 to 49.9 percent","Annotation of Estimate!!Total!!40.0 to 49.9 percent","Margin of Error!!Total!!40.0 to 49.9 percent","Annotation of Margin of Error!!Total!!40.0 to 49.9 percent","Estimate!!Total!!50.0 percent or more","Margin of Error!!Total!!50.0 percent or more","Annotation of Margin of Error!!Total!!50.0 percent or more","Annotation of Estimate!!Total!!50.0 percent or more","Estimate!!Total!!Not computed","Margin of Error!!Total!!Not computed","Annotation of Margin of Error!!Total!!Not computed","Annotation of Estimate!!Total!!Not computed",
"1400000US06001442602","Census Tract 4426.02, Alameda County, California","719","134","null","null","52","48","null","null","57","null","39","null","52","38","null","null","79","null","68","null","97","59","null","null","60","56","null","null","8","12","null","null","76","null","64","null","202","95","null","null","36","27","null","null",
"1400000US06001442700","Census Tract 4427, Alameda County, California","330","80","null","null","19","23","null","null","40","null","32","null","36","40","null","null","76","null","54","null","58","37","null","null","34","41","null","null","17","20","null","null","8","null","14","null","16","19","null","null","26","24","null","null",
"1400000US06001442800","Census Tract 4428, Alameda County, California","229","62","null","null","0","12","null","null","16","null","17","null","36","28","null","null","50","null","35","null","36","34","null","null","37","35","null","null","5","8","null","null","8","null","9","null","41","22","null","null","0","12","null","null",
"1400000US06001442900","Census Tract 4429, Alameda County, California","749","163","null","null","29","34","null","null","41","null","40","null","88","84","null","null","195","null","105","null","135","110","null","null","61","56","null","null","15","23","null","null","144","null","106","null","29","35","null","null","12","20","null","null",
"1400000US06001443001","Census Tract 4430.01, Alameda County, California","274","62","null","null","5","7","null","null","38","null","37","null","46","44","null","null","32","null","23","null","26","29","null","null","33","27","null","null","43","46","null","null","24","null","15","null","12","13","null","null","15","16","null","null",
"1400000US06001443002","Census Tract 4430.02, Alameda County, California","564","138","null","null","0","17","null","null","0","null","17","null","83","64","null","null","59","null","44","null","18","22","null","null","106","73","null","null","101","74","null","null","100","null","66","null","87","62","null","null","10","20","null","null",
"1400000US06001443102","Census Tract 4431.02, Alameda County, California","180","67","null","null","0","12","null","null","14","null","21","null","14","16","null","null","66","null","57","null","46","37","null","null","9","14","null","null","0","12","null","null","12","null","17","null","19","21","null","null","0","12","null","null",
"1400000US06001443103","Census Tract 4431.03, Alameda County, California","95","53","null","null","0","12","null","null","16","null","21","null","13","20","null","null","32","null","35","null","1","7","null","null","0","12","null","null","0","12","null","null","0","null","12","null","12","16","null","null","21","23","null","null",
"1400000US06001443104","Census Tract 4431.04, Alameda County, California","565","96","null","null","15","14","null","null","28","null","23","null","115","64","null","null","101","null","57","null","25","23","null","null","55","37","null","null","78","48","null","null","31","null","24","null","71","44","null","null","46","39","null","null",
"1400000US06001443105","Census Tract 4431.05, Alameda County, California","89","50","null","null","0","12","null","null","10","null","16","null","29","31","null","null","6","null","11","null","10","17","null","null","0","12","null","null","13","20","null","null","0","null","12","null","9","14","null","null","12","18","null","null",
"1400000US06001443200","Census Tract 4432, Alameda County, California","62","44","null","null","0","12","null","null","23","null","33","null","9","15","null","null","0","null","12","null","0","12","null","null","11","17","null","null","0","12","null","null","0","null","12","null","11","17","null","null","8","12","null","null",
"1400000US06001443301","Census Tract 4433.01, Alameda County, California","174","74","null","null","0","12","null","null","25","null","21","null","21","24","null","null","45","null","43","null","32","37","null","null","0","12","null","null","10","16","null","null","8","null","13","null","15","18","null","null","18","24","null","null",
"1400000US06001443321","Census Tract 4433.21, Alameda County, California","668","103","null","null","43","35","null","null","102","null","50","null","129","64","null","null","166","null","70","null","73","50","null","null","12","20","null","null","32","36","null","null","48","null","61","null","44","31","null","null","19","17","null","null",
"1400000US06001443322","Census Tract 4433.22, Alameda County, California","123","40","null","null","0","12","null","null","7","null","10","null","29","17","null","null","34","null","23","null","15","14","null","null","9","10","null","null","15","18","null","null","0","null","12","null","6","7","null","null","8","9","null","null",
"1400000US06001444100","Census Tract 4441, Alameda County, California","381","130","null","null","0","17","null","null","116","null","67","null","0","17","null","null","18","null","27","null","120","95","null","null","0","17","null","null","77","90","null","null","33","null","37","null","17","30","null","null","0","17","null","null",
"1400000US06001444200","Census Tract 4442, Alameda County, California","372","103","null","null","0","17","null","null","20","null","22","null","74","57","null","null","42","null","31","null","44","36","null","null","29","28","null","null","50","44","null","null","19","null","22","null","38","30","null","null","56","57","null","null",
"1400000US06001444301","Census Tract 4443.01, Alameda County, California","291","78","null","null","7","13","null","null","0","null","12","null","44","32","null","null","21","null","31","null","47","42","null","null","19","22","null","null","0","12","null","null","43","null","41","null","104","59","null","null","6","10","null","null",
"1400000US06001444302","Census Tract 4443.02, Alameda County, California","507","88","null","null","15","17","null","null","16","null","19","null","34","36","null","null","45","null","41","null","38","41","null","null","62","46","null","null","7","11","null","null","121","null","66","null","169","64","null","null","0","12","null","null",
"1400000US06001444400","Census Tract 4444, Alameda County, California","645","123","null","null","8","12","null","null","72","null","66","null","81","64","null","null","60","null","46","null","112","61","null","null","68","54","null","null","64","57","null","null","78","null","60","null","102","76","null","null","0","17","null","null",
"1400000US06001444500","Census Tract 4445, Alameda County, California","1209","106","null","null","0","17","null","null","120","null","68","null","178","76","null","null","64","null","56","null","237","105","null","null","70","37","null","null","36","40","null","null","134","null","69","null","336","105","null","null","34","38","null","null",
"1400000US06001444601","Census Tract 4446.01, Alameda County, California","225","83","null","null","0","17","null","null","6","null","10","null","56","36","null","null","11","null","17","null","0","17","null","null","0","17","null","null","19","21","null","null","0","null","17","null","109","61","null","null","24","26","null","null",
"1400000US06001444602","Census Tract 4446.02, Alameda County, California","437","121","null","null","9","15","null","null","7","null","13","null","105","63","null","null","52","null","53","null","110","79","null","null","10","15","null","null","25","29","null","null","72","null","61","null","47","33","null","null","0","12","null","null",
"1400000US06001450101","Census Tract 4501.01, Alameda County, California","1227","117","null","null","81","59","null","null","76","null","37","null","242","87","null","null","244","null","98","null","72","41","null","null","43","29","null","null","89","57","null","null","78","null","56","null","229","100","null","null","73","73","null","null",
"1400000US06001450102","Census Tract 4501.02, Alameda County, California","531","84","null","null","23","27","null","null","50","null","37","null","81","58","null","null","96","null","62","null","70","44","null","null","42","33","null","null","19","21","null","null","84","null","56","null","51","37","null","null","15","22","null","null",
"1400000US06001450200","Census Tract 4502, Alameda County, California","1603","141","null","null","52","51","null","null","180","null","95","null","185","93","null","null","251","null","105","null","168","68","null","null","178","81","null","null","135","100","null","null","233","null","112","null","206","86","null","null","15","24","null","null",
"1400000US06001450300","Census Tract 4503, Alameda County, California","486","107","null","null","5","8","null","null","17","null","12","null","31","24","null","null","75","null","51","null","78","54","null","null","60","43","null","null","7","11","null","null","77","null","64","null","136","69","null","null","0","17","null","null",
"1400000US06001450400","Census Tract 4504, Alameda County, California","439","143","null","null","0","17","null","null","0","null","17","null","68","65","null","null","29","null","32","null","87","66","null","null","0","17","null","null","0","17","null","null","164","null","117","null","91","68","null","null","0","17","null","null",
"1400000US06001450501","Census Tract 4505.01, Alameda County, California","378","80","null","null","0","12","null","null","33","null","25","null","56","42","null","null","56","null","47","null","51","42","null","null","35","31","null","null","45","56","null","null","0","null","12","null","89","60","null","null","13","20","null","null",
"1400000US06001450502","Census Tract 4505.02, Alameda County, California","209","80","null","null","52","53","null","null","20","null","24","null","0","17","null","null","35","null","28","null","18","20","null","null","36","30","null","null","5","9","null","null","23","null","25","null","20","22","null","null","0","17","null","null",
"1400000US06001450601","Census Tract 4506.01, Alameda County, California","180","60","null","null","24","27","null","null","20","null","16","null","11","17","null","null","13","null","15","null","26","28","null","null","27","23","null","null","0","12","null","null","3","null","5","null","43","29","null","null","13","15","null","null",
"1400000US06001450602","Census Tract 4506.02, Alameda County, California","970","170","null","null","33","47","null","null","228","null","122","null","173","132","null","null","104","null","66","null","48","47","null","null","17","27","null","null","59","60","null","null","129","null","112","null","143","106","null","null","36","38","null","null",
"1400000US06001450603","Census Tract 4506.03, Alameda County, California","293","86","null","null","0","17","null","null","19","null","21","null","32","28","null","null","25","null","25","null","24","25","null","null","60","54","null","null","47","28","null","null","36","null","45","null","38","37","null","null","12","18","null","null",
"1400000US06001450604","Census Tract 4506.04, Alameda County, California","426","92","null","null","12","18","null","null","9","null","14","null","72","43","null","null","51","null","51","null","61","57","null","null","10","17","null","null","15","20","null","null","106","null","72","null","90","38","null","null","0","17","null","null",
"1400000US06001450605","Census Tract 4506.05, Alameda County, California","310","63","null","null","29","41","null","null","21","null","23","null","54","35","null","null","64","null","44","null","33","25","null","null","7","11","null","null","0","12","null","null","20","null","23","null","61","38","null","null","21","25","null","null",
"1400000US06001450606","Census Tract 4506.06, Alameda County, California","304","73","null","null","15","16","null","null","26","null","23","null","47","29","null","null","148","null","74","null","13","16","null","null","15","23","null","null","0","17","null","null","29","null","36","null","11","18","null","null","0","17","null","null",
"1400000US06001450607","Census Tract 4506.07, Alameda County, California","1441","166","null","null","12","19","null","null","99","null","72","null","115","88","null","null","241","null","86","null","129","90","null","null","122","69","null","null","104","73","null","null","92","null","52","null","510","133","null","null","17","26","null","null",
"1400000US06001450701","Census Tract 4507.01, Alameda County, California","508","139","null","null","17","26","null","null","46","null","57","null","86","79","null","null","37","null","37","null","101","76","null","null","40","37","null","null","2","5","null","null","76","null","78","null","82","98","null","null","21","27","null","null",
"1400000US06001450741","Census Tract 4507.41, Alameda County, California","761","100","null","null","10","16","null","null","13","null","14","null","126","78","null","null","42","null","29","null","88","65","null","null","109","87","null","null","45","40","null","null","47","null","36","null","251","104","null","null","30","48","null","null",
"1400000US06001450742","Census Tract 4507.42, Alameda County, California","379","120","null","null","6","10","null","null","44","null","40","null","131","104","null","null","22","null","19","null","42","51","null","null","10","16","null","null","16","18","null","null","17","null","21","null","59","37","null","null","32","30","null","null",
"1400000US06001450743","Census Tract 4507.43, Alameda County, California","1387","111","null","null","68","60","null","null","69","null","50","null","210","98","null","null","431","null","130","null","123","73","null","null","181","88","null","null","56","59","null","null","14","null","19","null","210","94","null","null","25","25","null","null",
"1400000US06001450744","Census Tract 4507.44, Alameda County, California","487","101","null","null","0","17","null","null","57","null","45","null","71","54","null","null","80","null","60","null","118","58","null","null","59","48","null","null","17","19","null","null","14","null","18","null","57","46","null","null","14","21","null","null",
"1400000US06001450745","Census Tract 4507.45, Alameda County, California","664","143","null","null","16","26","null","null","114","null","86","null","50","45","null","null","95","null","68","null","69","53","null","null","55","52","null","null","59","56","null","null","37","null","45","null","169","97","null","null","0","17","null","null",
"1400000US06001450746","Census Tract 4507.46, Alameda County, California","319","88","null","null","0","12","null","null","0","null","12","null","35","33","null","null","82","null","65","null","10","15","null","null","68","47","null","null","16","18","null","null","18","null","20","null","90","44","null","null","0","12","null","null",
"1400000US06001450750","Census Tract 4507.50, Alameda County, California","1096","136","null","null","20","22","null","null","157","null","103","null","84","51","null","null","191","null","88","null","66","54","null","null","192","90","null","null","111","81","null","null","52","null","38","null","204","90","null","null","19","23","null","null",
"1400000US06001450751","Census Tract 4507.51, Alameda County, California","261","69","null","null","16","26","null","null","30","null","33","null","48","42","null","null","46","null","43","null","53","45","null","null","26","35","null","null","0","17","null","null","20","null","23","null","10","16","null","null","12","20","null","null",
"1400000US06001450752","Census Tract 4507.52, Alameda County, California","211","86","null","null","9","15","null","null","0","null","17","null","61","45","null","null","29","null","34","null","10","16","null","null","38","41","null","null","0","17","null","null","0","null","17","null","64","59","null","null","0","17","null","null",
"1400000US06001451101","Census Tract 4511.01, Alameda County, California","403","133","null","null","34","26","null","null","7","null","8","null","18","25","null","null","105","null","93","null","25","28","null","null","18","23","null","null","32","35","null","null","12","null","17","null","136","89","null","null","16","21","null","null",
"1400000US06001451102","Census Tract 4511.02, Alameda County, California","35","32","null","null","0","12","null","null","0","null","12","null","10","17","null","null","0","null","12","null","0","12","null","null","0","12","null","null","10","17","null","null","0","null","12","null","0","12","null","null","15","22","null","null",
"1400000US06001451201","Census Tract 4512.01, Alameda County, California","769","151","null","null","22","36","null","null","17","null","27","null","106","88","null","null","97","null","59","null","116","82","null","null","39","44","null","null","0","17","null","null","89","null","58","null","212","107","null","null","71","86","null","null",
"1400000US06001451202","Census Tract 4512.02, Alameda County, California","144","57","null","null","0","12","null","null","0","null","12","null","40","29","null","null","11","null","18","null","7","11","null","null","23","24","null","null","20","22","null","null","0","null","12","null","20","23","null","null","23","25","null","null",
"1400000US06001451300","Census Tract 4513, Alameda County, California","521","163","null","null","48","62","null","null","0","null","17","null","113","94","null","null","94","null","74","null","71","74","null","null","13","21","null","null","12","19","null","null","31","null","35","null","75","95","null","null","64","47","null","null",
"1400000US06001451401","Census Tract 4514.01, Alameda County, California","1005","153","null","null","0","17","null","null","29","null","35","null","140","76","null","null","189","null","92","null","61","50","null","null","105","84","null","null","149","121","null","null","102","null","86","null","222","124","null","null","8","14","null","null",
"1400000US06001451403","Census Tract 4514.03, Alameda County, California","150","50","null","null","0","12","null","null","14","null","13","null","30","24","null","null","6","null","9","null","21","17","null","null","23","34","null","null","15","15","null","null","16","null","17","null","21","11","null","null","4","7","null","null",
"1400000US06001451404","Census Tract 4514.04, Alameda County, California","1204","185","null","null","0","17","null","null","108","null","89","null","90","77","null","null","77","null","56","null","114","96","null","null","173","115","null","null","16","25","null","null","199","null","129","null","354","124","null","null","73","62","null","null",
"1400000US06001451501","Census Tract 4515.01, Alameda County, California","632","101","null","null","17","18","null","null","54","null","31","null","56","48","null","null","119","null","68","null","189","93","null","null","79","50","null","null","26","23","null","null","36","null","41","null","45","42","null","null","11","16","null","null",
"1400000US06001451503","Census Tract 4515.03, Alameda County, California","631","131","null","null","27","27","null","null","32","null","37","null","36","40","null","null","44","null","48","null","38","42","null","null","91","65","null","null","56","60","null","null","123","null","87","null","68","63","null","null","116","64","null","null",
"1400000US06001451504","Census Tract 4515.04, Alameda County, California","189","49","null","null","4","7","null","null","22","null","18","null","11","11","null","null","66","null","38","null","9","8","null","null","0","12","null","null","26","21","null","null","17","null","20","null","27","21","null","null","7","10","null","null",
"1400000US06001451505","Census Tract 4515.05, Alameda County, California","145","58","null","null","0","12","null","null","5","null","9","null","29","26","null","null","47","null","49","null","28","22","null","null","7","11","null","null","0","12","null","null","0","null","12","null","19","27","null","null","10","17","null","null",
"1400000US06001451506","Census Tract 4515.06, Alameda County, California","607","90","null","null","32","47","null","null","47","null","43","null","33","35","null","null","36","null","34","null","98","66","null","null","147","96","null","null","54","57","null","null","11","null","18","null","130","55","null","null","19","30","null","null",
"1400000US06001451601","Census Tract 4516.01, Alameda County, California","506","109","null","null","0","17","null","null","59","null","44","null","48","41","null","null","46","null","34","null","26","24","null","null","47","49","null","null","36","29","null","null","57","null","44","null","168","85","null","null","19","21","null","null",
"1400000US06001451602","Census Tract 4516.02, Alameda County, California","1276","176","null","null","84","81","null","null","79","null","78","null","111","72","null","null","146","null","94","null","76","64","null","null","40","50","null","null","141","97","null","null","164","null","89","null","435","152","null","null","0","17","null","null",
"1400000US06001451701","Census Tract 4517.01, Alameda County, California","256","95","null","null","0","12","null","null","0","null","12","null","71","70","null","null","41","null","48","null","11","18","null","null","0","12","null","null","17","19","null","null","11","null","16","null","105","66","null","null","0","12","null","null",
"1400000US06001451703","Census Tract 4517.03, Alameda County, California","228","71","null","null","13","21","null","null","43","null","36","null","18","20","null","null","23","null","27","null","13","15","null","null","35","50","null","null","5","9","null","null","18","null","21","null","40","38","null","null","20","23","null","null",
"1400000US06001451704","Census Tract 4517.04, Alameda County, California","582","93","null","null","0","12","null","null","0","null","12","null","105","58","null","null","102","null","61","null","60","48","null","null","124","78","null","null","37","33","null","null","9","null","15","null","99","54","null","null","46","51","null","null",
"1400000US06001981900","Census Tract 9819, Alameda County, California","24","11","null","null","7","6","null","null","0","null","12","null","4","6","null","null","3","null","6","null","0","12","null","null","7","10","null","null","3","5","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US06001982000","Census Tract 9820, Alameda County, California","7","6","null","null","0","12","null","null","0","null","12","null","4","5","null","null","3","null","6","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US06001983200","Census Tract 9832, Alameda County, California","32","19","null","null","0","12","null","null","4","null","6","null","5","7","null","null","2","null","4","null","0","12","null","null","6","6","null","null","13","16","null","null","2","null","4","null","0","12","null","null","0","12","null","null",
"1400000US06001990000","Census Tract 9900, Alameda County, California","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
